run_id,start_time,end_time,total_ingested,total_validated,total_matched,match_rate,status
6c5c6209-47f6-472d-95a2-de1a5e68cfea,2026-03-02T06:04:20.860402,2026-03-02T06:04:20.880420,0,0,1,50.0,SUCCESS
e06ba162-c3bb-483b-ac26-496c59f44399,2026-03-02T06:04:37.159305,2026-03-02T06:04:37.172984,0,0,1,50.0,SUCCESS
a51c2ad8-d1b0-4bde-9258-7f6e69489efa,2026-03-02T06:04:44.984126,2026-03-02T06:04:44.994310,0,0,1,50.0,SUCCESS
